rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,id
6729,Imagine: Zookeeper,DS,2009,Simulation,Ubisoft,0.16,0.06,0.0,0.02,0.25,99d0dc2613c1d529
6730,Porky's,2600,1982,Action,20th Century Fox Video Games,0.23,0.01,0.0,0.0,0.25,033c00d877bb0516
6731,America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25,3c19d0271ad79809
6732,Grandia,PS,1999,Role-Playing,Ubisoft,0.14,0.09,0.0,0.02,0.25,d7cb8d85282075c7
6733,TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.13,0.0,0.05,0.25,e1221e38a89f5b21
6734,Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,3b3d8e86e72587b7
6735,F1 2000,PS,2000,Racing,Electronic Arts,0.14,0.09,0.0,0.02,0.25,4d2649c41c7af375
6736,Littlest Pet Shop: Country Friends,DS,2009,Simulation,Electronic Arts,0.23,0.0,0.0,0.02,0.25,8576e6910ecdc4e7
6737,Dood's Big Adventure,Wii,2010,Platform,THQ,0.22,0.01,0.0,0.02,0.25,ea2e5b935f41cc2a
6738,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25,46661280b2b6b7dd
6739,We Love Golf!,Wii,2007,Sports,Capcom,0.2,0.01,0.03,0.02,0.25,f56b644225ea4fcd
6740,WRC: World Rally Championship,PS2,2001,Racing,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.25,0a31e26bfc782e44
6741,"Ed, Edd n Eddy: The Mis-Edventures",GC,2005,Platform,Midway Games,0.19,0.05,0.0,0.01,0.25,ce8741a55eb47bc4
6742,Cars: Mater-National Championship,PS2,2007,Racing,THQ,0.12,0.09,0.0,0.03,0.25,4184838853decd6f
6743,Dreamworks Madagascar Kartz,X360,2009,Racing,Activision,0.14,0.09,0.0,0.02,0.25,35bf0876286e87df
6744,Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,0.18,0.04,0.0,0.03,0.25,5d5aa38cdf4666b3
6745,Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0.0,0.01,0.25,887b87a70d49ff9a
6746,Dune 2000,PS,1999,Strategy,Electronic Arts,0.14,0.09,0.0,0.02,0.25,c6f33c7016a16680
6747,Cradle of Rome,DS,2008,Puzzle,Rising Star Games,0.06,0.16,0.0,0.03,0.25,f4549ef284891003
6748,Monster Hunter G,Wii,2009,Role-Playing,Capcom,0.0,0.0,0.25,0.0,0.25,08735f98e1bdff84
6749,Fuel,PS3,2009,Racing,Codemasters,0.08,0.12,0.0,0.05,0.25,367a48504f8002a2
6750,Hasbro Family Game Night 3,PS3,2010,Misc,Electronic Arts,0.18,0.04,0.0,0.03,0.25,c2edbcb344f758a5
6751,Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.06,0.16,0.0,0.03,0.25,eefb271453de4647
6752,Project Overkill,PS,1996,Shooter,Konami Digital Entertainment,0.14,0.09,0.0,0.02,0.25,0b803b9dfffb05e4
6753,Jumping Flash! 2,PS,1996,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25,ded0546a964525e7
6754,Nickelodeon Party Blast,GC,2002,Misc,Atari,0.19,0.05,0.0,0.01,0.25,15abd1cd94266a75
6755,SBK Superbike World Championship,PS3,2008,Racing,Black Bean Games,0.12,0.11,0.0,0.02,0.25,cff484609f3fb2b2
6756,Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,0.12,0.09,0.0,0.03,0.25,e051917af748a319
6757,Choro Q2,PS,1997,Racing,Takara,0.0,0.0,0.23,0.02,0.25,7e05fb3fb1ca3ac1
6758,Disney's A Christmas Carol,DS,2009,Adventure,Disney Interactive Studios,0.22,0.01,0.0,0.02,0.25,ebe21485d80afd85
6759,Butt Ugly Martians: B.K.M. Battles,GBA,2002,Action,Vivendi Games,0.18,0.07,0.0,0.0,0.25,b47e0faf2f7ba40f
6760,Major League Baseball 2K7,PS3,2007,Sports,Spike,0.23,0.0,0.0,0.02,0.25,dee739d0fbe55336
6761,X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision,0.19,0.05,0.0,0.01,0.25,4965d735e5a649b3
6762,Sorry! / Aggravation / Scrabble Junior,GBA,2005,Misc,Zoo Digital Publishing,0.18,0.07,0.0,0.0,0.25,1e4dc89141db35c1
6763,Driver '76,PSP,2007,Racing,Ubisoft,0.03,0.14,0.0,0.08,0.25,ca0d56fbbc1fc8e9
6764,Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.25,e9d557b73dac327b
6765,NBA Courtside 2002,GC,2002,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25,afa3f7673135362d
6766,How to Train Your Dragon 2,3DS,2014,Adventure,Little Orbit,0.04,0.19,0.0,0.02,0.25,89cdfcd243a18348
6767,The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.14,0.0,0.03,0.25,5a3f05eb0810b2b8
6768,Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.01,0.25,8cd5bd5a750fa4e1
6769,Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo,0.08,0.03,0.12,0.01,0.25,4fa90393d01db3ed
6770,Avatar: The Last Airbender - Into the Inferno,PS2,2008,Adventure,THQ,0.12,0.09,0.0,0.03,0.25,5830c4a95dd19da0
6771,Disney's Planes,DS,2013,Simulation,Disney Interactive Studios,0.13,0.1,0.0,0.02,0.25,131fa13889ab4ccd
6772,Dora the Explorer: Journey to the Purple Planet,PS2,2005,Adventure,Global Star,0.12,0.09,0.0,0.03,0.24,2d7dfe20f69949a4
6773,Tales of Hearts,DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24,4681ecee12991fc2
6774,Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0.0,0.03,0.24,201474f8dca3860c
6775,Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.16,0.07,0.0,0.02,0.24,1db8ffe2b6cbeed4
6776,Catz,GBA,2005,Simulation,Ubisoft,0.18,0.06,0.0,0.0,0.24,38b650e01bc2eac3
6777,Jikkyou Powerful Pro Yakyuu 2001,PS,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.24,a3bd46743f0b5975
6778,Transformers: War for Cybertron (DS Version),DS,2010,Shooter,Activision,0.22,0.01,0.0,0.02,0.24,51df3ea9fc96960c
6779,Mega Man X Collection,PS2,,Misc,Unknown,0.12,0.09,0.0,0.03,0.24,af66173b6158f82c
6780,Trials Fusion,XOne,2014,Racing,Ubisoft,0.12,0.1,0.0,0.02,0.24,0ef8a777af06741f
6781,LEGO Ninjago: Shadow of Ronin,PSV,2015,Action,Warner Bros. Interactive Entertainment,0.03,0.16,0.0,0.05,0.24,88e8f55cc6d0e5f3
6782,Avalon Code,DS,2008,Role-Playing,Rising Star Games,0.11,0.0,0.12,0.01,0.24,ee8eb4bdc0b02bda
6783,That's So Raven: Psychic on the Scene,DS,2006,Adventure,Disney Interactive Studios,0.23,0.0,0.0,0.02,0.24,992e7ca4651e16ff
6784,Monster Jam: Path of Destruction,PS3,2010,Racing,Activision,0.21,0.02,0.0,0.02,0.24,d7d2002bd51f5321
6785,Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,Action,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24,765a6a65e647d417
6786,Panzer General,PS,1995,Strategy,Mindscape,0.14,0.09,0.0,0.02,0.24,414781dd30400a0d
6787,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,0.12,0.1,0.0,0.02,0.24,f7bc5a2c431dfe3d
6788,Gallop Racer (JP),PS,1996,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.24,e1a5fd4fe03915b5
6789,Spawn the Eternal,PS,1997,Action,Sony Computer Entertainment,0.14,0.09,0.0,0.02,0.24,903981ba51aac732
6790,MLB,PSP,2005,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24,55de2555ee576200
6791,Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,0.14,0.09,0.0,0.02,0.24,f5ffe38deaba57e0
6792,Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,Electronic Arts,0.16,0.06,0.0,0.02,0.24,35a9124eebcc2ea0
6793,Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.07,0.0,0.02,0.24,4bef1b61c0e974c0
6794,Madden NFL 13,WiiU,2012,Sports,Electronic Arts,0.22,0.0,0.0,0.02,0.24,49fdaecbab3207f2
6795,Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Interactive,0.11,0.03,0.06,0.05,0.24,ba9761a86df09358
6796,Homefront,PC,2011,Shooter,THQ,0.11,0.1,0.0,0.03,0.24,f22e6bfecd0c4edf
6797,Disney Stitch Jam,DS,2009,Misc,Disney Interactive Studios,0.08,0.0,0.16,0.0,0.24,e1bfa41b06a515ff
6798,Bakugan: Battle Brawlers,X360,2009,Action,Activision,0.2,0.02,0.0,0.02,0.24,a6fcd3f77126eabe
6799,Britney's Dance Beat,PS2,2002,Misc,THQ,0.12,0.09,0.0,0.03,0.24,011d4a4e2e7d24c6
6800,Guitar Freaks,PS,1999,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.24,e6ea3a569c4585c4
6801,World Soccer Winning Eleven 7,PS2,2003,Sports,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24,cc83cde282e56454
6802,Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,9c4d35f32fdd3eda
6803,Cabela's Outdoor Adventures (2009),X360,2009,Sports,Activision Value,0.23,0.0,0.0,0.02,0.24,5ba96625ed0b636b
6804,SRS: Street Racing Syndicate,XB,2004,Racing,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24,04483c46b27f5790
6805,Namco Tennis Smash Court,PS,1995,Sports,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.24,b88dee1644fdbe13
6806,Vexx,PS2,2003,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.03,0.24,2bc345b36c5b5801
6807,The Incredible Hulk,DS,2008,Action,Sega,0.22,0.0,0.0,0.02,0.24,8ef325b7b563e634
6808,BioShock 2,PC,2010,Shooter,Take-Two Interactive,0.02,0.19,0.0,0.04,0.24,de0991e6c2141669
6809,Marvel vs. Capcom Origins,PS2,2006,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24,c1562db9c17d8df3
6810,Pro Yaky? Spirits 2011,PSP,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24,8cc2ec63e2e2284a
6811,Imagine: Teacher Class Trip,DS,2009,Adventure,Ubisoft,0.1,0.12,0.0,0.02,0.24,2e70020b28cf2917
6812,TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24,52b3cf67addb2601
6813,Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.11,0.01,0.12,0.01,0.24,0fa1a8c3e9c9e566
6814,Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,0.19,0.05,0.0,0.01,0.24,edfc349d3ab4966a
6815,Genma Onimusha,XB,2002,Action,Capcom,0.14,0.04,0.05,0.01,0.24,770757af8e82130c
6816,DK: King of Swing,GBA,2005,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24,d73f7c5b9b8b0568
6817,K-1 Revenge,PS,1997,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02,0.24,0a17c50eca1f6c59
6818,G-Police,PS,1997,Action,Psygnosis,0.13,0.09,0.0,0.02,0.24,c4ee40ef46567c74
6819,Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0.0,0.05,0.24,4c17e99f11633038
6820,Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.13,0.09,0.0,0.02,0.24,a561b696ab4c6bf0
6821,Corvette,XB,2003,Racing,TDK Mediactive,0.18,0.05,0.0,0.01,0.24,344b7b5a3d0e03a1
6822,Atelier Meruru: Alchemist of Arland 3,PS3,2011,Role-Playing,Nippon Ichi Software,0.05,0.0,0.18,0.01,0.24,ea695fcd6112c2ef
6823,AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,MTV Games,0.21,0.01,0.0,0.02,0.24,b3e79bcd6d21359b
6824,Deca Sports 3,Wii,2010,Sports,Hudson Soft,0.15,0.07,0.0,0.02,0.24,ac6911ce6d77625e
6825,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.21,0.02,0.0,0.02,0.24,34025ea6a62a0446
6826,Midway Arcade Treasures: Extended Play,PSP,2005,Misc,Midway Games,0.21,0.01,0.0,0.02,0.24,9767044dc928907e
6827,F1 2015,XOne,2015,Racing,Codemasters,0.08,0.15,0.0,0.02,0.24,015db6ff6ba697c9
6828,Skylanders SWAP Force,3DS,2013,Platform,Activision,0.1,0.12,0.0,0.02,0.24,30c63288bc1a8100
6829,Bass Pro Shops: The Hunt,Wii,2010,Sports,XS Games,0.23,0.0,0.0,0.02,0.24,41a0c4e7ee2d3d6d
6830,"What Did I Do to Deserve This, My Lord!? 2",PSP,2008,Role-Playing,Nippon Ichi Software,0.05,0.0,0.18,0.01,0.24,62019a5bff988531
6831,Boogie SuperStar,Wii,2008,Misc,Electronic Arts,0.2,0.02,0.0,0.02,0.24,14c26d061d99c0ae
6832,Burnout 2: Point of Impact,XB,2003,Racing,Acclaim Entertainment,0.18,0.05,0.0,0.01,0.24,9d1f603f6e9834e2
6833,Rock Band Track Pack Volume 1,Wii,2008,Misc,MTV Games,0.17,0.05,0.0,0.02,0.24,dd4e44289d5f16e7
6834,Singularity,PS3,,Shooter,Unknown,0.17,0.04,0.01,0.03,0.24,a718e2a6b92b563e
6835,Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,0.12,0.09,0.0,0.03,0.24,dca2837d0ca54117
6836,Street Fighter X Tekken,PSV,2012,Fighting,Capcom,0.14,0.05,0.01,0.04,0.24,6e0a3878b28da1b7
6837,Kill.Switch,XB,2003,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24,b01d72e6207c5501
6838,Ben 10 Ultimate Alien: Cosmic Destruction,PSP,2010,Platform,D3Publisher,0.1,0.09,0.0,0.05,0.24,03c325620f89238f
6839,Metro 2033,PC,2010,Shooter,THQ,0.0,0.19,0.0,0.05,0.24,d604c4ae2ad7042f
6840,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24,119d5aba65dab9d8
6841,Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24,3e0c7d8d17997387
6842,Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0.0,0.0,0.02,0.24,192962d1b99e868e
6843,Summon Night 3,PS2,2003,Role-Playing,Banpresto,0.0,0.0,0.24,0.0,0.24,47372d48b405a386
6844,Pro Yaky? Spirits 2010,PSP,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24,428549f5d8a55a19
6845,The Simpsons: Road Rage,GC,2001,Racing,Electronic Arts,0.19,0.05,0.0,0.01,0.24,31fa62e7fa375378
6846,Megamind: Mega Team Unite,Wii,2010,Adventure,THQ,0.16,0.06,0.0,0.02,0.24,a7645e03c8511c92
6847,PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24,8e8978308aa0dd8a
6848,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,2006,Misc,Sega,0.0,0.0,0.24,0.0,0.24,b6fbd48ddfb6ea8e
6849,Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24,f1603e3d14491daf
6850,Luminous Arc,DS,2007,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.24,346d0cd9155ce2a5
6851,All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004,Misc,,0.17,0.06,0.0,0.0,0.24,9e41a4402217028e
6852,The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.24,1d0546949fcdc589
6853,Dragon Ball Z: Sagas,XB,2005,Fighting,Atari,0.18,0.05,0.0,0.01,0.24,e4f8fd7aea0c8d46
6854,Paws & Claws: Pet Resort,DS,2008,Simulation,THQ,0.22,0.0,0.0,0.02,0.24,52f9e76919d3f1ae
6855,Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.11,0.0,0.04,0.24,aee0b2355cfca720
6856,Sakura Wars: Atsuki Chishio Ni,PS2,2003,Role-Playing,Sega,0.0,0.0,0.24,0.0,0.24,dfb0b009ea545c8c
6857,Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,2005,Puzzle,Namco Bandai Games,0.17,0.06,0.0,0.0,0.24,19f443a1001fd538
6858,NHRA Championship Drag Racing,PS2,2005,Racing,ValuSoft,0.12,0.09,0.0,0.03,0.24,9062824fd3e09dd6
6859,The Price is Right 2010 Edition,Wii,2009,Misc,Ubisoft,0.22,0.0,0.0,0.02,0.24,b8524cd00e3c9bf3
6860,Monster Jam,PS2,2007,Racing,Activision,0.12,0.09,0.0,0.03,0.24,688b82fbd64e3a1d
6861,Valhalla Knights,PSP,2006,Role-Playing,Rising Star Games,0.15,0.0,0.07,0.01,0.24,df653be7966af2ff
6862,Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0.0,0.01,0.24,6495c1eb3fe6e28b
6863,NBA Live 10,PSP,2009,Sports,Electronic Arts,0.21,0.0,0.01,0.02,0.24,4da40c7859c04974
6864,The Godfather (US & Others sales),X360,2006,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.24,5fb19837d68e4406
6865,Jikkyou Powerful Pro Yakyuu 15,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24,95b54483dcd8e8a2
6866,MX vs. ATV Reflex,PSP,2009,Racing,THQ,0.18,0.03,0.0,0.03,0.24,d11901a87022c252
6867,Bakugan: Battle Brawlers,PS3,2009,Action,Activision,0.19,0.03,0.0,0.02,0.24,a6fcd3f77126eabe
6868,Front Line,2600,1981,Action,Taito,0.22,0.01,0.0,0.0,0.24,4cee27d55883de3a
6869,Paperboy,N64,1999,Action,Midway Games,0.19,0.05,0.0,0.0,0.24,943309cda6ba6cf1
6870,South Park: Chef's Luv Shack,N64,1999,Misc,Acclaim Entertainment,0.19,0.05,0.0,0.0,0.24,4daf5ff8af71bca1
6871,Midway's Greatest Arcade Hits Volume 1,N64,2000,Misc,Midway Games,0.19,0.05,0.0,0.0,0.24,b809b804b047d724
6872,Road Rash 64,N64,1999,Racing,THQ,0.19,0.05,0.0,0.0,0.24,8b6e20482f0db90c
6873,Ready 2 Rumble Boxing: Round 2,N64,2000,Fighting,Midway Games,0.19,0.05,0.0,0.0,0.24,ca61b63a4a5529d2
6874,Army Men: Air Combat,N64,2000,Action,3DO,0.19,0.05,0.0,0.0,0.24,a37f4b776a25e03d
6875,Rock Band Track Pack Volume 2,Wii,2008,Misc,MTV Games,0.21,0.02,0.0,0.02,0.24,ea20246cf8e0cc10
6876,NCAA College Basketball 2K3,PS2,2002,Sports,Sega,0.12,0.09,0.0,0.03,0.24,04ffdc8028037336
6877,Mobile Suit Gundam Battlefield Record U.C.0081,PS3,2009,Action,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24,2898aac95fdaf8fd
6878,Harry Potter and the Deathly Hallows - Part 2,DS,2011,Action,Electronic Arts,0.12,0.1,0.0,0.02,0.24,6784a6ba62e627db
6879,NCAA March Madness 2004,XB,2003,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,69e121533483bb1d
6880,Lucky Luke,PS,1998,Platform,Ocean,0.13,0.09,0.0,0.02,0.24,dd68cc0c4b5bb034
6881,Fantastic 4,GC,2005,Action,Activision,0.19,0.05,0.0,0.01,0.24,0ca52e763f6e1f1e
6882,Ashes Cricket 2009,Wii,2009,Sports,Codemasters,0.0,0.23,0.0,0.01,0.24,5d969295ebdc0224
6883,Ghost Rider,PSP,2007,Action,Take-Two Interactive,0.22,0.0,0.0,0.02,0.24,9833ab2d769327e9
6884,Tony Hawk's American Sk8land,GBA,2005,Sports,Activision,0.17,0.06,0.0,0.0,0.24,b3024430f9be8000
6885,Juiced 2: Hot Import Nights,DS,2007,Racing,THQ,0.22,0.0,0.0,0.02,0.24,da1a82777ebcf9df
6886,Are You Smarter than a 5th Grader? Game Time,DS,2009,Puzzle,THQ,0.22,0.0,0.0,0.02,0.24,524c7e201c3472d0
6887,Amazing Adventures: The Forgotten Ruins,DS,2008,Adventure,PopCap Games,0.13,0.08,0.0,0.02,0.24,49d761975601bc49
6888,Densetsu no Stafi 3,GBA,2004,Platform,Nintendo,0.0,0.0,0.23,0.01,0.24,f5b0b18349b60d87
6889,Forsaken,PS,1998,Shooter,Acclaim Entertainment,0.13,0.09,0.0,0.02,0.24,3258cf925058f60c
6890,Ratchet & Clank: Going Commando (JP weekly sales),PS2,2003,Action,Sony Computer Entertainment,0.0,0.0,0.24,0.0,0.24,c8f3007a90e70d89
6891,Pictionary: Ultimate Edition,PS3,2011,Misc,THQ,0.15,0.06,0.0,0.03,0.24,19cc0679d0950185
6892,LEGO The Hobbit,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0.0,0.02,0.24,45ef43e53ad6a00b
6893,Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,19bcfcb58c4f8917
6894,The Hobbit,XB,2003,Platform,Vivendi Games,0.18,0.05,0.0,0.01,0.24,59813cb6bfc9c5e9
6895,Dance Dance Revolution: Disney Channel Edition,PS2,2008,Simulation,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24,d26fd3c51d565ec5
6896,DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.14,0.0,0.02,0.24,62605362e6cecac4
6897,Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24,3c7cc6c5eb976e73
6898,Checkers,2600,1980,Misc,Atari,0.22,0.01,0.0,0.0,0.24,310707d5293a1ca9
6899,Front Mission: Gun Hazard,SNES,1996,Role-Playing,SquareSoft,0.0,0.0,0.24,0.0,0.24,93dfe06dabde95bc
6900,X-Men: Destiny,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.24,6b1b68fab18bad51
6901,Hello Kitty Seasons,Wii,2010,Adventure,Namco Bandai Games,0.16,0.06,0.0,0.02,0.24,2623128502c62464
6902,Chibi-Robo! Zip Lash,3DS,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24,7071dc8bfa45a17e
6903,4x4 EVO 2,XB,2001,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24,1ca68be0f4551418
6904,XS Airboat Racing,PS,2002,Racing,XS Games,0.13,0.09,0.0,0.02,0.24,75ce32f59407f762
6905,Lunar: Silver Star Harmony,PSP,2009,Role-Playing,GungHo,0.19,0.0,0.03,0.02,0.24,2099971f72cb5c9c
6906,Sherlock Holmes and the Mystery of Osborne House,DS,2010,Adventure,Focus Home Interactive,0.07,0.14,0.0,0.03,0.24,4e4cac8d15acf8f3
6907,Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24,dfc582ae0a8d9a5e
6908,Dora the Explorer: Super Star Adventures,GBA,2004,Adventure,Game Factory,0.17,0.06,0.0,0.0,0.24,04c0056ece7cc00b
6909,Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios,0.19,0.03,0.0,0.02,0.24,866000337584ac01
6910,Scrabble (Others sales),DS,2009,Puzzle,Ubisoft,0.0,0.24,0.0,0.0,0.24,ea896187c4ba2383
6911,Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24,d1b12527e21b7121
6912,Lego Star Wars: The Force Awakens,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24,60c182e95f141ce8
6913,Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,0.16,0.02,0.04,0.02,0.24,6d42fd4813129819
6914,My Street,PS2,2003,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24,4e34d5803e090c6f
6915,Wild 9,PS,1998,Action,Interplay,0.13,0.09,0.0,0.02,0.24,380a3b5f0c159ac5
6916,Shadow Hearts: Covenant,PS2,2004,Role-Playing,Midway Games,0.12,0.09,0.0,0.03,0.24,248efe3b461038c5
6917,Tiger Woods PGA Tour 10,PSP,2009,Sports,Electronic Arts,0.12,0.07,0.0,0.05,0.24,65c273d4f916f2e8
6918,Shrek's Carnival Craze Party Games,DS,2008,Misc,Activision,0.22,0.0,0.0,0.02,0.24,a73bbf3036800ec6
6919,Angry Birds,PC,2011,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,0.24,d011f6aba692750a
6920,Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24,503fbe466c476128
6921,Danganronpa: Trigger Happy Havoc,PSP,2010,Misc,Unknown,0.0,0.0,0.24,0.0,0.24,9a9a6a5d57c1f807
6922,Guitar Hero Live,X360,2015,Misc,Activision,0.12,0.1,0.0,0.02,0.24,5b24a9ba9cac0884
6923,Game & Wario,WiiU,2013,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24,64f292c0fd1963aa
6924,PGA Tour 96,PS,1995,Sports,Electronic Arts,0.13,0.09,0.0,0.02,0.24,0903d8ca1e71e787
6925,Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,0.13,0.02,0.04,0.04,0.24,2e2401b2af119ecd
6926,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,2009,Role-Playing,Bethesda Softworks,0.16,0.06,0.0,0.02,0.24,4e02e479fcdd211c
6927,Covert Ops: Nuclear Dawn,PS,2000,Action,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.24,202a59311db430fc
6928,DanceDanceRevolution II,Wii,,Misc,Konami Digital Entertainment,0.22,0.0,0.0,0.02,0.24,66090338b0d960ec
6929,Pictionary: Ultimate Edition,X360,2011,Misc,THQ,0.16,0.05,0.0,0.02,0.24,19cc0679d0950185
6930,LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.1,0.0,0.05,0.24,cfb2f5f227386ce7
6931,TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,0.1,0.11,0.0,0.03,0.24,a3959b03baf0ead0
6932,Nintendo Presents: Crossword Collection,DS,2009,Puzzle,Nintendo,0.0,0.21,0.0,0.02,0.24,e3dea3cbd25becde
6933,Galaga: Destination Earth,PS,2000,Shooter,Hasbro Interactive,0.13,0.09,0.0,0.02,0.24,8b5bcf70755552e1
6934,G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24,99a90c6d8b1655db
6935,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,af178fea13119dae
6936,FIFA World Cup Germany 2006,XB,2006,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,b341b936ad75f32e
